Gene_ID,Corrected p-value,p-value,FCAbsolute,regulation,Symbol,Definition
"1030253,5340500,6040731|57742",0.001427568,2.28E-05,4.844148,down,Abhd1,"Mus musculus abhydrolase domain containing 1 (Abhd1), transcribed RNA.///Mus musculus abhydrolase domain containing 1 (Abhd1), mRNA."
6040689|13107,0.010390786,0.00247663,118.267944,down,Cyp2f2,"Mus musculus cytochrome P450, family 2, subfamily f, polypeptide 2 (Cyp2f2), mRNA."
4830364|213539,0.010357368,0.002467167,71.39405,up,Bag2,"Mus musculus BCL2-associated athanogene 2 (Bag2), mRNA."
"5360369,5810653|385658",0.0172622,0.004443517,4.514759,up,Gm1752,"PREDICTED: Mus musculus gene model 1752, (NCBI), transcript variant 5 (Gm1752), mRNA."
5560328|17872,0.00938564,0.002205559,5.4444175,up,Myd116,"Mus musculus myeloid differentiation primary response gene 116 (Myd116), mRNA."
4480767|13433,0.003771107,7.81E-04,6.483062,up,Dnmt1,"Mus musculus DNA methyltransferase (cytosine-5) 1 (Dnmt1), mRNA."
"160563,6900520|244421",0.04596832,0.013960581,3.8913207,down,Lonrf1,"Mus musculus LON peptidase N-terminal domain and ring finger 1 (Lonrf1), mRNA."
3400167,0.017856391,0.004621782,3.3645048,up,2210037E17Rik,
2450148|66302,0.013738786,0.003403397,2.7795177,down,2410005O16Rik,"Mus musculus RIKEN cDNA 2410005O16 gene (2410005O16Rik), mRNA."
4570168|71703,0.01707536,0.004388506,10.620275,down,Armcx3,"Mus musculus armadillo repeat containing, X-linked 3 (Armcx3), mRNA."
5870097|15904,0.032813154,0.009387256,22.933048,down,Id4,"Mus musculus inhibitor of DNA binding 4 (Id4), mRNA."
"6100739,6330372,4480181,2350131,6350059,2350730|394430",0.003578522,7.36E-04,5.818833,down,Ugt1a10,"Mus musculus UDP glycosyltransferase 1 family, polypeptide A10 (Ugt1a10), mRNA."
6380730,0.012937379,0.003176801,4.249153,up,LOC245892,
160022,0.006957029,0.001569845,20.96851,up,4833416H08Rik,
"1690360,7650195|72155",0.002002198,2.61E-04,28.817755,up,2610510J17Rik///Cenpn,"Mus musculus RIKEN cDNA 2610510J17 gene (2610510J17Rik), mRNA.///Mus musculus centromere protein N (Cenpn), mRNA."
7560762|19683,0.016694915,0.004279138,40.33739,down,Rdh16,"Mus musculus retinol dehydrogenase 16 (Rdh16), mRNA."
6290689|13803,0.016057191,0.00408688,4.3662314,up,Enc1,"Mus musculus ectodermal-neural cortex 1 (Enc1), mRNA."
5260246,0.028893689,0.008095449,15.895686,down,1300013B24Rik,
"830504,1230241|70799",0.006896733,0.001553645,8.880461,up,4631422C13Rik,"PREDICTED: Mus musculus RIKEN cDNA 4631422C13 gene (4631422C13Rik), mRNA."
"110634,2480441,4670487|16570",0.027785975,0.007723194,3.0764759,up,Kif3c,"Mus musculus kinesin family member 3C (Kif3c), mRNA."
2070440|18441,0.030768432,0.008715067,181.39018,down,P2ry1,"Mus musculus purinergic receptor P2Y, G-protein coupled 1 (P2ry1), mRNA."
6350639|66049,0.002059205,3.97E-04,3.7488048,up,Rogdi,"Mus musculus rogdi homolog (Drosophila) (Rogdi), mRNA."
1030538|70163,0.002002198,1.47E-04,288.55276,up,2210415F13Rik,"Mus musculus RIKEN cDNA 2210415F13 gene (2210415F13Rik), transcript variant 1, mRNA."
1050086|328801,0.019383505,0.005087701,2.532648,up,Zfp414,"Mus musculus zinc finger protein 414 (Zfp414), mRNA."
"2900041,10735|192287",0.009283521,0.002177265,39.120945,up,Slc25a36,"Mus musculus solute carrier family 25, member 36 (Slc25a36), mRNA."
60470|71973,0.003049855,6.15E-04,10.088192,down,Rbpms2,"Mus musculus RNA binding protein with multiple splicing 2 (Rbpms2), mRNA."
"6580400,2760445,4810747|244091",0.002283457,4.46E-04,21.88306,up,Fsd2,"Mus musculus fibronectin type III and SPRY domain containing 2 (Fsd2), mRNA."
1260113|217169,0.004898912,0.00104917,5.0438423,up,Tns4,"Mus musculus tensin 4 (Tns4), mRNA."
1510347|235036,0.0270025,0.007474959,2.2561064,up,Ppan,"Mus musculus peter pan homolog (Drosophila) (Ppan), mRNA."
2900021|378462,0.011331328,0.002735597,2.3896146,down,Morn2,"Mus musculus MORN repeat containing 2 (Morn2), mRNA."
4880470,0.004926489,0.001056643,11.12742,up,DXBwg1396e,
"4780332,6180743,4880270,4250427|74665",0.002002198,3.36E-04,23.556036,up,Lrrc48,"Mus musculus leucine rich repeat containing 48 (Lrrc48), mRNA."
730377,0.005103285,0.001102092,2.6481311,down,Kcmf1,
5420521,2.87E-04,1.71E-06,11.338393,down,LOC385030,
6130095,0.005410804,0.001177113,61.79767,up,C030025P15Rik,
6180504,0.002261863,4.42E-04,122.790115,up,C030025P15Rik,
4060368,0.024065122,0.006536507,10.337233,down,B930075B08Rik,
"5570164,6550382|219024",0.028752748,0.008050137,2.09123,up,Tmem55b,"Mus musculus transmembrane protein 55b (Tmem55b), mRNA. XM_919952 XM_919965"
"7210273,4780538|171180",0.018497141,0.004818129,3.3921,up,Syt12,"Mus musculus synaptotagmin XII (Syt12), mRNA."
"5310682,4280288,3140730,3180358,1170356|211914",0.002002198,1.98E-04,36.63968,up,Ddef2,"Mus musculus development and differentiation enhancing factor 2 (Ddef2), transcript variant 2, mRNA.///Mus musculus development and differentiation enhancing factor 2 (Ddef2), mRNA."
610187,0.019850826,0.005223569,16.16736,up,Igf2as,
"2570433,1770167|66841",0.00413578,8.67E-04,2.4126105,down,Etfdh,"Mus musculus electron transferring flavoprotein, dehydrogenase (Etfdh), mRNA."
"6420196,6650431,7380673|72462",0.003805178,7.90E-04,10.336861,up,Rrp1b,"Mus musculus ribosomal RNA processing 1 homolog B (S. cerevisiae) (Rrp1b), mRNA."
2360521|57896,0.003933541,8.20E-04,2.4517562,down,Krcc1,"Mus musculus lysine-rich coiled-coil 1 (Krcc1), mRNA."
1990500,5.90E-04,5.42E-06,29.300304,up,9930105H17Rik,
7560333,7.36E-05,2.38E-07,17.219141,down,Pstpip2,
"2100161,6940215,2120626,2940347|72002",2.87E-04,1.72E-06,45.645256,up,Slc39a5,"Mus musculus solute carrier family 39 (metal ion transporter), member 5 (Slc39a5), mRNA."
"2060731,1740747,5360041,6520280|68607",0.002002198,3.35E-04,2.689223,down,Serhl,"Mus musculus serine hydrolase-like (Serhl), mRNA."
"7550047,6520703,3140280|56316",0.002002198,2.05E-04,4.107801,down,Ggcx,"Mus musculus gamma-glutamyl carboxylase (Ggcx), mRNA."
"6980064,4180601|107022",0.014821677,0.003712816,2.9698586,down,Gramd3,"Mus musculus GRAM domain containing 3 (Gramd3), mRNA."
"4040487,6510133,2190047|15516",0.003440496,7.05E-04,2.0378282,up,Hsp90ab1,"Mus musculus heat shock protein 90kDa alpha (cytosolic), class B member 1 (Hsp90ab1), mRNA."
"6620544,3130202,4570519,7650471|56226",0.001626536,2.78E-05,19.909346,up,Espn,"Mus musculus espin (Espn), transcript variant 5, mRNA.///Mus musculus espin (Espn), transcript variant 6, mRNA.///Mus musculus espin (Espn), transcript variant 1, mRNA.///Mus musculus espin (Espn), transcript variant 3, mRNA."
5720044|625752,0.002350547,4.61E-04,3.2518592,up,LOC625752,"PREDICTED: Mus musculus similar to 60S ribosomal protein L29 (P23) (LOC625752), mRNA."
3060136|22018,0.02724869,0.007549417,26.469364,down,Tpo,"Mus musculus thyroid peroxidase (Tpo), mRNA."
7570014|17215,0.001393969,2.17E-05,160.51266,up,Mcm3,"Mus musculus minichromosome maintenance deficient 3 (S. cerevisiae) (Mcm3), mRNA."
3180438,4.36E-04,3.40E-06,990.71204,up,2010317E24Rik,
2510524,0.046169806,0.014041808,10.978125,up,Epha5,
2340671|320923,0.04569746,0.01385056,9.9283905,up,Mtap7d3,"Mus musculus MAP7 domain containing 3 (Mtap7d3), mRNA."
2750253|28248,0.028544761,0.007978702,95.21511,down,Slco1a1,"Mus musculus solute carrier organic anion transporter family, member 1a1 (Slco1a1), mRNA."
"2630736,5810292,3360068,4590093|76022",0.010390786,0.002476597,2.35839,up,5830417I10Rik,"PREDICTED: Mus musculus RIKEN cDNA 5830417I10 gene (5830417I10Rik), mRNA."
"1050504,6760195,4040025|12554",0.013656839,0.003381121,28.172451,up,Cdh13,"Mus musculus cadherin 13 (Cdh13), mRNA."
"3120523,2710538|104349",0.005687821,0.001245228,3.3801494,down,Zfp119,"Mus musculus zinc finger protein 119 (Zfp119), mRNA."
"7650301,1820433|77583",6.16E-10,1.25E-13,581.04517,down,Notum,"Mus musculus notum pectinacetylesterase homolog (Drosophila) (Notum), mRNA."
7100152,0.006390323,0.001424322,75.018135,up,Igf2bp3,
2370168,0.011172024,0.002693541,27.307827,up,Fanca,
2650647|99035,0.005335278,0.001158212,4.873679,down,Olah,"Mus musculus oleoyl-ACP hydrolase (Olah), mRNA."
"380224,3840079|232187",0.044929516,0.013552812,3.4215543,up,Smyd5,"Mus musculus SET and MYND domain containing 5 (Smyd5), mRNA."
"6040086,4230563|276770",0.048256923,0.014811216,2.1820245,up,Eif5a,"Mus musculus eukaryotic translation initiation factor 5A (Eif5a), mRNA."
"5220215,4640397,2140372,510504|18080",0.002002198,1.53E-04,4.6337442,up,Nin,"Mus musculus ninein (Nin), transcript variant 1, mRNA.///Mus musculus ninein (Nin), transcript variant 2, mRNA."
870309,0.047328483,0.014461276,2.3787196,up,Serpine2,
"1340093,5220296,1500491|108907",1.09E-04,3.99E-07,813.17834,up,Nusap1,"Mus musculus nucleolar and spindle associated protein 1 (Nusap1), transcript variant 2, mRNA."
290630|329540,0.018199464,0.004726901,21.538784,up,8430427H17Rik,"Mus musculus RIKEN cDNA 8430427H17 gene (8430427H17Rik), transcript variant 1, mRNA."
5390019,0.00167158,2.92E-05,5.0777645,up,Pla2g4b,
"2760553,7100300,5490079,7570475|217353",0.003877776,8.07E-04,2.4128344,up,Tmc6,"Mus musculus transmembrane channel-like gene family 6 (Tmc6), transcript variant 1, mRNA.///Mus musculus transmembrane channel-like gene family 6 (Tmc6), transcript variant 2, mRNA."
"1440243,870468,4590687|26404",0.016046194,0.004083152,4.827239,up,Map3k12,"Mus musculus mitogen-activated protein kinase kinase kinase 12 (Map3k12), mRNA.///Mus musculus mitogen activated protein kinase kinase kinase 12 (Map3k12), mRNA."
670500|60530,3.46E-04,2.37E-06,864.50507,up,Fignl1,"Mus musculus fidgetin-like 1 (Fignl1), mRNA."
1340209,0.032599207,0.009315676,2.9636345,up,Uchl5,
4760152,0.010071209,0.002391428,5.0565,up,D130060L11Rik,
4780113|16795,0.002002198,3.56E-04,3.7856147,up,Large,"Mus musculus like-glycosyltransferase (Large), mRNA."
"3990092,4540634,6290367|72640",0.043920543,0.013206837,5.905846,up,Mex3a,"Mus musculus mex3 homolog A (C. elegans) (Mex3a), mRNA."
7040307|230582,0.012409048,0.003026965,2.4983065,down,2810410C14Rik,"Mus musculus RIKEN cDNA 2810410C14 gene (2810410C14Rik), mRNA."
2370189|623453,0.002002198,4.82E-05,24.58784,up,LOC623453,"PREDICTED: Mus musculus similar to proteolipid protein 2 (LOC623453), misc RNA."
6480440|75712,0.036478654,0.010649061,29.164362,down,Tmem14a,"Mus musculus transmembrane protein 14A (Tmem14a), mRNA."
"3870068,6580376,150605|11906",0.012707231,0.0031122,4.331316,down,Zfhx3,"Mus musculus zinc finger homeobox 3 (Zfhx3), mRNA."
"1190634,6900377,990255|27377",0.04316145,0.012949559,3.594076,down,Yme1l1,"Mus musculus YME1-like 1 (S. cerevisiae) (Yme1l1), nuclear gene encoding mitochondrial protein, mRNA."
2630259|258692,0.035196036,0.010193176,8.933892,down,Olfr1442,"Mus musculus olfactory receptor 1442 (Olfr1442), mRNA."
3170730|67460,0.008177711,0.001885981,6.2968216,down,Decr1,"Mus musculus 2,4-dienoyl CoA reductase 1, mitochondrial (Decr1), nuclear gene encoding mitochondrial protein, mRNA."
3170672|27414,0.004133237,8.66E-04,2.1367018,up,Sergef,"Mus musculus secretion regulating guanine nucleotide exchange factor (Sergef), mRNA."
"3940142,2360520|57915",0.002002198,2.47E-04,7.3864408,up,Tbc1d1,"Mus musculus TBC1 domain family, member 1 (Tbc1d1), mRNA."
1090427|66251,0.002002198,1.75E-04,12.080442,up,Arfgap3,"Mus musculus ADP-ribosylation factor GTPase activating protein 3 (Arfgap3), mRNA."
"6020445,6590139|73385",0.001710997,3.05E-05,11.568207,up,1700047I17Rik1,"Mus musculus RIKEN cDNA 1700047I17 gene 1 (1700047I17Rik1), mRNA."
"4920014,5360408,1090037|57279",0.002002198,7.23E-05,2.7716317,down,Slc25a20,"Mus musculus solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 (Slc25a20), nuclear gene encoding mitochondrial protein, mRNA.///Mus musculus solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 (Slc25a20), mRNA."
"4640673,3850358|217653",9.13E-04,1.10E-05,335.59808,up,C79407,"Mus musculus expressed sequence C79407 (C79407), mRNA."
"520255,3800427|226352",0.015604776,0.003945548,12.155024,up,Epb4.1l5,"Mus musculus erythrocyte protein band 4.1-like 5 (Epb4.1l5), mRNA."
"3450192,6220367,4880551|229543",0.028097605,0.007826882,2.4473825,up,Ints3,"Mus musculus integrator complex subunit 3 (Ints3), transcript variant 1, mRNA."
6040487|100043796,2.59E-04,1.41E-06,6.5489125,up,LOC100043796,"PREDICTED: Mus musculus similar to macrophage migration inhibitory factor, transcript variant 1 (LOC100043796), mRNA."
4860114|20648,0.036531597,0.010670858,2.8558235,down,Snta1,"Mus musculus syntrophin, acidic 1 (Snta1), mRNA."
"1410224,240112|243881",0.014709941,0.003680145,72.36996,down,Cyp2b23,"Mus musculus cytochrome P450, family 2, subfamily b, polypeptide 23 (Cyp2b23), mRNA."
6350324|14675,0.007942056,0.001824511,204.26797,down,Gna14,"Mus musculus guanine nucleotide binding protein, alpha 14 (Gna14), mRNA."
1090593,0.012979091,0.003190047,19.154913,up,LOC194744,
"4860064,5050022,5290754|58799",0.002002198,6.50E-05,3.2110245,down,Crbn,"Mus musculus cereblon (Crbn), transcript variant 1, mRNA."
"4850731,4290544|215690",0.008296783,0.001917042,3.3764238,up,Nav1,"Mus musculus neuron navigator 1 (Nav1), mRNA."
160026|66241,0.002002198,2.56E-04,3.1824813,up,Tmem9,"Mus musculus transmembrane protein 9 (Tmem9), mRNA."
"450603,2000767,1710349|26381",0.001809051,3.34E-05,73.46046,down,Esrrg,"Mus musculus estrogen-related receptor gamma (Esrrg), mRNA."
"3060687,1580021|19944",5.90E-04,5.48E-06,3.3455644,up,Rpl29,"Mus musculus ribosomal protein L29 (Rpl29), mRNA."
"1450706,4610020|52530",0.004974256,0.001069191,5.592489,up,Nola2,"Mus musculus nucleolar protein family A, member 2 (Nola2), mRNA."
"1780088,990543|56279",0.002002198,1.40E-04,183.66011,up,B230317C12Rik,"Mus musculus RIKEN cDNA B230317C12 gene (B230317C12Rik), mRNA."
450731|666168,0.02951189,0.008302807,99.30368,down,LOC666168,"PREDICTED: Mus musculus similar to cytochrome P450, family 4, subfamily a, polypeptide 10 (LOC666168), mRNA."
1470377,2.19E-06,3.04E-09,29.29892,down,Atrn,
1980431|217216,0.046111345,0.014019934,4.2387815,up,BC030867,"Mus musculus cDNA sequence BC030867 (BC030867), mRNA."
"5890129,6400138,4180053|19267",0.001249509,1.83E-05,4.192676,up,Ptpre,"Mus musculus protein tyrosine phosphatase, receptor type, E (Ptpre), mRNA."
3460711,0.002002198,1.66E-04,14.785018,up,1700026L06Rik,
2350019|14200,0.015606185,0.003946355,25.365168,up,Fhl2,"Mus musculus four and a half LIM domains 2 (Fhl2), mRNA."
240731|21788,0.04683956,0.014291574,3.2243335,up,Tfpi,"Mus musculus tissue factor pathway inhibitor (Tfpi), mRNA."
6180408|11611,0.002569921,5.09E-04,20.056253,down,Agxt,"Mus musculus alanine-glyoxylate aminotransferase (Agxt), mRNA."
110400|100044948,6.93E-05,2.21E-07,5.89497,up,LOC100044948,"PREDICTED: Mus musculus similar to macrophage migration inhibitory factor (LOC100044948), mRNA."
7650725|239038,0.001105583,1.46E-05,183.53207,down,Lrit2,"Mus musculus leucine-rich repeat, immunoglobulin-like and transmembrane domains 2 (Lrit2), mRNA."
"4180598,2000487,2340537|224824",0.009696747,0.002291851,2.1831207,down,Pex6,"Mus musculus peroxisomal biogenesis factor 6 (Pex6), mRNA."
5220465,0.001298148,1.92E-05,14.126849,down,Kcnma1,
"2970152,1190156,7550341|14780",5.29E-05,1.50E-07,26.429491,down,Gpx5,"Mus musculus glutathione peroxidase 5 (Gpx5), mRNA."
2810327,0.028739845,0.008044031,2.9857893,down,Acp5,
"4120452,4570440,7040475|66570",0.008690706,0.002019375,57.883324,up,Cenpm,"Mus musculus centromere protein M (Cenpm), transcript variant 1, mRNA.///Mus musculus centromere protein M (Cenpm), transcript variant 2, mRNA."
"7100129,360689|22154",6.08E-04,5.68E-06,7.0734506,up,Tubb5,"Mus musculus tubulin, beta 5 (Tubb5), mRNA."
"4880747,2760274,4780746|108670",0.045712546,0.013856454,3.011183,up,Epsti1,"Mus musculus epithelial stromal interaction 1 (breast) (Epsti1), transcript variant b, mRNA.///Mus musculus epithelial stromal interaction 1 (breast) (Epsti1), transcript variant a, mRNA."
460187,0.006018518,0.00132882,56.616947,down,4930513E20Rik,
"6760703,4890731|18416",0.012310363,0.003001763,19.163101,down,Otc,"Mus musculus ornithine transcarbamylase (Otc), nuclear gene encoding mitochondrial protein, mRNA.///Mus musculus ornithine transcarbamylase (Otc), mRNA."
"3840093,3370537|239170",0.002002198,3.02E-04,2.3040817,up,Rai16,"PREDICTED: Mus musculus retinoic acid induced 16 (Rai16), mRNA."
5360195|68549,0.002002198,3.88E-05,210.45844,up,Sgol2,"Mus musculus shugoshin-like 2 (S. pombe) (Sgol2), mRNA."
6280192|664994,0.002002198,2.06E-04,3.356853,down,Isoc2a,"PREDICTED: Mus musculus isochorismatase domain containing 2a (Isoc2a), mRNA."
1850736|58220,0.045916017,0.013935399,3.6613781,up,Pard6b,"Mus musculus par-6 (partitioning defective 6) homolog beta (C. elegans) (Pard6b), mRNA."
"3520671,4850725|71760",0.003237955,6.57E-04,24.048578,down,Agxt2l1,"Mus musculus alanine-glyoxylate aminotransferase 2-like 1 (Agxt2l1), mRNA."
4880703|20509,0.002002198,3.09E-04,9.988803,up,Slc19a1,"Mus musculus solute carrier family 19 (sodium/hydrogen exchanger), member 1 (Slc19a1), mRNA."
60678|19201,0.020722944,0.005498621,5.469546,down,Pstpip2,"Mus musculus proline-serine-threonine phosphatase-interacting protein 2 (Pstpip2), mRNA."
"4290201,3290079|53417",0.002990706,6.02E-04,2.9607837,up,Hif3a,"Mus musculus hypoxia inducible factor 3, alpha subunit (Hif3a), mRNA."
7210669|56219,0.002002198,1.25E-04,29.11841,down,Extl1,"Mus musculus exostoses (multiple)-like 1 (Extl1), mRNA."
6940491|76630,0.002002198,8.70E-05,6.463844,up,Stambpl1,"Mus musculus Stam binding protein like 1 (Stambpl1), mRNA."
"6590215,4900722|15024",0.002002198,6.89E-05,3.9231129,down,H2-T10,"Mus musculus histocompatibility 2, T region locus 10 (H2-T10), mRNA."
2140653|353188,0.00568435,0.001244186,2.8524373,up,Adam32,"Mus musculus a disintegrin and metallopeptidase domain 32 (Adam32), mRNA."
"5690373,270433|207781",0.001199688,1.71E-05,9.305029,down,5830404H04Rik,"Mus musculus RIKEN cDNA 5830404H04 gene (5830404H04Rik), mRNA."
"4780523,7400112,1690753|21672",0.005557607,0.001212747,2.1012127,up,Prdx2,"Mus musculus peroxiredoxin 2 (Prdx2), mRNA."
6770450,0.04906666,0.015121564,18.13034,up,Slc37a1,
1400220|631323,0.003392835,6.93E-04,2.3664517,down,Irgb10,"PREDICTED: Mus musculus interferon-gamma-inducible p47 GTPase (Irgb10), mRNA."
4050132,0.002002198,4.46E-05,62.005417,up,Igf2bp3,
"1580707,7380142|69178",0.04887366,0.015054057,3.5837674,up,Snx5,"Mus musculus sorting nexin 5 (Snx5), mRNA. XM_001004302"
4480184,0.041667722,0.012426666,2.8570092,down,AW124722,
"110458,4850521|11522",0.001599013,2.72E-05,9.413103,down,Adh1,"Mus musculus alcohol dehydrogenase 1 (class I) (Adh1), mRNA."
"2360291,6760327,1580010,2630546|56805",0.002002198,1.30E-04,2.1509547,down,Zbtb33,"Mus musculus zinc finger and BTB domain containing 33 (Zbtb33), transcript variant 1, mRNA.///Mus musculus zinc finger and BTB domain containing 33 (Zbtb33), transcript variant 2, mRNA."
430717|219144,0.002113775,4.09E-04,73.70787,up,Arl11,"Mus musculus ADP-ribosylation factor-like 11 (Arl11), mRNA."
430619|434907,0.002842255,5.68E-04,46.232887,up,EG434907,"PREDICTED: Mus musculus predicted gene, EG434907 (EG434907), mRNA."
"6860750,3390273|67052",0.002002198,1.87E-04,13.239606,up,Ndc80,"Mus musculus NDC80 homolog, kinetochore complex component (S. cerevisiae) (Ndc80), mRNA."
4590750,0.032834604,0.009396242,2.7547734,up,Pfdn4,
7050239|65103,0.03421548,0.009861684,3.746745,down,Arl6ip6,"Mus musculus ADP-ribosylation factor-like 6 interacting protein 6 (Arl6ip6), mRNA."
770132|23923,0.011479146,0.002777218,36.300972,down,Aadat,"Mus musculus aminoadipate aminotransferase (Aadat), mRNA."
"6330164,5220280,1740164|107766",0.002221503,4.33E-04,4.991695,down,Haao,"Mus musculus 3-hydroxyanthranilate 3,4-dioxygenase (Haao), mRNA. XM_925483 XM_986039 XM_986095 XM_988905 XM_988933 XM_988974"
"6100121,1500241|230257",0.016043443,0.004081524,4.1077523,up,Rod1,"Mus musculus ROD1 regulator of differentiation 1 (S. pombe) (Rod1), transcript variant 2, mRNA.///Mus musculus ROD1 regulator of differentiation 1 (S. pombe) (Rod1), transcript variant 1, mRNA."
